"","participant","predicate","predicate_number","context","context_number","response"
"4976",184,"hear",16,"16L",31,0.11
"4977",184,"say",8,"9H",35,0.3
"4978",184,"demonstrate",18,"8L",23,0.2
"4979",184,"discover",14,"6H",5,0.51
"4981",184,"announce",10,"14L",14,0.11
"4983",184,"reveal",3,"11H",29,0.67
"4984",184,"suggest",17,"10H",18,0.64
"4985",184,"establish",1,"17H",21,0.83
"4986",184,"prove",2,"15L",7,0.02
"4987",184,"confirm",4,"18H",6,0.55
"4988",184,"think",7,"13H",8,0.71
"4990",184,"be annoyed",9,"5H",20,0.98
"4992",184,"know",11,"7L",19,0.19
"4994",185,"demonstrate",18,"6H",5,0.06
"4995",185,"reveal",3,"3H",33,0.17
"4997",185,"inform",12,"4H",40,0.41
"4998",185,"acknowledge",5,"5L",38,0.24
"4999",185,"pretend",15,"7H",24,0.42
"5000",185,"know",11,"16L",31,0.09
"5001",185,"hear",16,"15L",7,0.34
"5002",185,"confess",20,"19L",4,0.03
"5004",185,"establish",1,"20H",3,0.69
"5006",185,"see",19,"14L",14,0.02
"5007",185,"be right",6,"2L",10,0.01
"5008",185,"admit",13,"9H",35,0.29
"5009",185,"discover",14,"13L",26,0
"5010",185,"confirm",4,"11H",29,0.39
"5011",185,"prove",2,"18L",32,0.04
"5012",185,"say",8,"10H",18,0.72
"5013",185,"announce",10,"17H",21,0.7
"5014",185,"suggest",17,"12L",28,0.12
"5015",185,"think",7,"1L",37,0.06
"5016",185,"be annoyed",9,"8H",1,0.31
"5019",186,"be annoyed",9,"19H",39,0.97
"5020",186,"confess",20,"3L",9,0.86
"5021",186,"announce",10,"7H",24,0.78
"5023",186,"say",8,"16L",31,0.26
"5024",186,"see",19,"17H",21,0.83
"5025",186,"admit",13,"20L",27,0.91
"5027",186,"be right",6,"9H",35,0.19
"5030",186,"inform",12,"13L",26,0.89
"5031",186,"hear",16,"8H",1,0.96
"5032",186,"establish",1,"5L",38,0.27
"5034",186,"discover",14,"11H",29,0.73
"5035",186,"know",11,"14L",14,0.9
"5036",186,"suggest",17,"15L",7,0.21
"5037",186,"reveal",3,"4L",12,0.48
"5038",186,"confirm",4,"12L",28,0.33
"5039",186,"think",7,"2H",25,0.39
"5040",186,"acknowledge",5,"1L",37,0.5
"5041",186,"prove",2,"10H",18,0.48
"5042",186,"pretend",15,"6H",5,0.19
"5044",186,"demonstrate",18,"18H",6,0.35
"5045",187,"be annoyed",9,"20H",3,0.9
"5047",187,"hear",16,"4H",40,0.82
"5048",187,"admit",13,"5L",38,0.86
"5049",187,"say",8,"14L",14,0.19
"5050",187,"know",11,"7L",19,0.72
"5051",187,"be right",6,"2L",10,0.27
"5052",187,"reveal",3,"11H",29,0.32
"5053",187,"pretend",15,"8H",1,0.1
"5055",187,"demonstrate",18,"12H",2,0.82
"5056",187,"suggest",17,"19L",4,0.08
"5058",187,"confirm",4,"6L",30,0.03
"5059",187,"think",7,"18H",6,0.64
"5060",187,"acknowledge",5,"16L",31,0.25
"5061",187,"announce",10,"10L",36,0.11
"5062",187,"confess",20,"3H",33,0.8
"5063",187,"see",19,"17H",21,0.74
"5064",187,"prove",2,"1L",37,0.08
"5066",187,"establish",1,"9L",16,0.17
"5068",187,"discover",14,"15H",34,0.85
"5070",187,"inform",12,"13H",8,0.52
"5071",188,"confess",20,"10H",18,0.2
"5074",188,"prove",2,"2H",25,0.21
"5075",188,"see",19,"14H",22,0.49
"5076",188,"think",7,"17L",15,0.74
"5077",188,"confirm",4,"4L",12,0.14
"5078",188,"say",8,"5L",38,0.07
"5079",188,"demonstrate",18,"13H",8,0.33
"5080",188,"hear",16,"12H",2,0.24
"5081",188,"discover",14,"8H",1,0.14
"5082",188,"be annoyed",9,"11L",11,0.16
"5083",188,"be right",6,"3L",9,0.11
"5084",188,"suggest",17,"18L",32,0.05
"5085",188,"inform",12,"7L",19,0.91
"5086",188,"know",11,"9L",16,0.19
"5087",188,"acknowledge",5,"15L",7,0.09
"5089",188,"reveal",3,"1L",37,0.03
"5091",188,"announce",10,"16H",17,0.48
"5092",188,"admit",13,"19H",39,0.71
"5093",188,"establish",1,"6H",5,0.23
"5095",188,"pretend",15,"20H",3,0.86
"5098",189,"be right",6,"9H",35,0.32
"5099",189,"hear",16,"20L",27,0
"5101",189,"establish",1,"18L",32,0
"5102",189,"inform",12,"2L",10,0
"5103",189,"reveal",3,"4L",12,0
"5104",189,"demonstrate",18,"3H",33,0.58
"5106",189,"know",11,"5L",38,0.13
"5107",189,"think",7,"7H",24,0.5
"5108",189,"admit",13,"10H",18,0.59
"5109",189,"announce",10,"17L",15,0
"5110",189,"confess",20,"6L",30,0
"5111",189,"confirm",4,"15H",34,0.65
"5112",189,"pretend",15,"16L",31,0.22
"5113",189,"see",19,"11L",11,0.5
"5114",189,"be annoyed",9,"12H",2,0.62
"5115",189,"suggest",17,"14H",22,0.63
"5117",189,"acknowledge",5,"8H",1,0.5
"5118",189,"prove",2,"1H",13,0.6
"5119",189,"discover",14,"19L",4,0.24
"5120",189,"say",8,"13H",8,0.62
"5123",190,"inform",12,"19L",4,0.99
"5124",190,"establish",1,"15L",7,0
"5125",190,"know",11,"3H",33,0.97
"5126",190,"say",8,"12H",2,0.11
"5127",190,"prove",2,"18H",6,0.02
"5128",190,"demonstrate",18,"5H",20,0.02
"5129",190,"think",7,"17H",21,0.75
"5130",190,"suggest",17,"10L",36,0.01
"5132",190,"be right",6,"4H",40,0.39
"5133",190,"see",19,"14L",14,0.01
"5135",190,"confirm",4,"13L",26,0.02
"5137",190,"confess",20,"16H",17,0.61
"5138",190,"discover",14,"2L",10,0
"5139",190,"reveal",3,"20H",3,0.98
"5140",190,"hear",16,"1L",37,0.02
"5141",190,"acknowledge",5,"7L",19,0
"5143",190,"admit",13,"9L",16,0.01
"5144",190,"be annoyed",9,"8H",1,0.26
"5146",190,"announce",10,"6H",5,0.03
"5147",190,"pretend",15,"11L",11,0
"5149",191,"hear",16,"3H",33,0.39
"5150",191,"establish",1,"2L",10,0.02
"5153",191,"be right",6,"9L",16,0.36
"5155",191,"suggest",17,"1L",37,0
"5156",191,"acknowledge",5,"15H",34,0.64
"5157",191,"pretend",15,"4H",40,0.51
"5158",191,"be annoyed",9,"5H",20,0.07
"5159",191,"inform",12,"14L",14,0.62
"5160",191,"confess",20,"17H",21,0.65
"5161",191,"know",11,"12L",28,0.52
"5162",191,"demonstrate",18,"13L",26,0.29
"5163",191,"announce",10,"18H",6,0.07
"5164",191,"reveal",3,"11L",11,0.58
"5166",191,"prove",2,"8L",23,0.5
"5167",191,"say",8,"10L",36,0.01
"5170",191,"admit",13,"6H",5,0.01
"5171",191,"see",19,"16H",17,0.56
"5172",191,"discover",14,"7H",24,0.57
"5173",191,"confirm",4,"19L",4,0.42
"5174",191,"think",7,"20H",3,0
"5175",192,"confirm",4,"16L",31,0.01
"5176",192,"establish",1,"3L",9,0.01
"5177",192,"be right",6,"7L",19,0.01
"5178",192,"admit",13,"15H",34,0.83
"5179",192,"inform",12,"9H",35,0.95
"5180",192,"know",11,"5L",38,0.01
"5182",192,"announce",10,"2H",25,0.01
"5183",192,"say",8,"13H",8,0.02
"5184",192,"pretend",15,"8H",1,0.01
"5189",192,"see",19,"20L",27,0.03
"5190",192,"discover",14,"19L",4,0.01
"5191",192,"confess",20,"18H",6,0.99
"5192",192,"prove",2,"12H",2,0.51
"5193",192,"demonstrate",18,"6H",5,0.99
"5194",192,"suggest",17,"10L",36,0.01
"5195",192,"be annoyed",9,"14H",22,0.98
"5196",192,"acknowledge",5,"1L",37,0.99
"5197",192,"hear",16,"4H",40,0.99
"5198",192,"think",7,"11L",11,0
"5200",192,"reveal",3,"17L",15,0.98
"5201",193,"discover",14,"2L",10,0.01
"5204",193,"reveal",3,"13H",8,0.54
"5206",193,"see",19,"14L",14,0.03
"5208",193,"admit",13,"15L",7,0.03
"5209",193,"suggest",17,"11L",11,0.07
"5210",193,"announce",10,"8L",23,0.04
"5211",193,"be annoyed",9,"16H",17,0.55
"5212",193,"know",11,"10L",36,0.07
"5213",193,"acknowledge",5,"1H",13,0.91
"5214",193,"pretend",15,"12H",2,0.65
"5215",193,"confess",20,"7H",24,0.26
"5216",193,"establish",1,"9H",35,0.7
"5217",193,"be right",6,"18H",6,0.76
"5218",193,"think",7,"6L",30,0.05
"5219",193,"inform",12,"19L",4,0.11
"5221",193,"hear",16,"4H",40,0.68
"5222",193,"demonstrate",18,"5H",20,0.77
"5223",193,"say",8,"17L",15,0.06
"5225",193,"confirm",4,"3H",33,0.9
"5226",193,"prove",2,"20L",27,0.26
"5232",194,"suggest",17,"10H",18,0.57
"5233",194,"think",7,"3H",33,0.14
"5234",194,"pretend",15,"19H",39,0.66
"5235",194,"admit",13,"11L",11,0.22
"5236",194,"confirm",4,"15H",34,0.08
"5237",194,"be annoyed",9,"7L",19,0.17
"5238",194,"see",19,"8L",23,0.12
"5239",194,"inform",12,"13L",26,0
"5240",194,"discover",14,"6L",30,0.68
"5241",194,"reveal",3,"5L",38,0.67
"5242",194,"say",8,"12L",28,0.15
"5243",194,"be right",6,"16H",17,0.12
"5244",194,"hear",16,"9L",16,0.59
"5245",194,"acknowledge",5,"1H",13,0.74
"5246",194,"confess",20,"14L",14,0.85
"5247",194,"demonstrate",18,"4L",12,0.17
"5249",194,"prove",2,"2H",25,0.15
"5250",194,"announce",10,"18H",6,0.26
"5251",194,"know",11,"17H",21,0.11
"5252",194,"establish",1,"20H",3,0.15
"5253",195,"be right",6,"7L",19,0.05
"5254",195,"demonstrate",18,"10H",18,0.79
"5257",195,"suggest",17,"15H",34,0.05
"5258",195,"confirm",4,"19H",39,0.04
"5259",195,"admit",13,"16H",17,0.03
"5260",195,"inform",12,"2H",25,0.06
"5261",195,"announce",10,"13H",8,0.2
"5262",195,"hear",16,"5L",38,0.01
"5263",195,"reveal",3,"11H",29,0.27
"5264",195,"discover",14,"1H",13,0.65
"5265",195,"establish",1,"9L",16,0.18
"5266",195,"acknowledge",5,"14L",14,0.67
"5267",195,"prove",2,"17L",15,0.1
"5268",195,"pretend",15,"6L",30,0.04
"5269",195,"say",8,"4L",12,0
"5270",195,"know",11,"8H",1,0.04
"5271",195,"see",19,"3L",9,0.12
"5272",195,"think",7,"20L",27,0
"5273",195,"be annoyed",9,"12L",28,0.74
"5275",195,"confess",20,"18H",6,0.53
"5280",196,"prove",2,"5L",38,0.2
"5281",196,"be annoyed",9,"3H",33,0.66
"5282",196,"think",7,"4L",12,0.03
"5283",196,"say",8,"12L",28,0.17
"5284",196,"see",19,"1H",13,0.66
"5285",196,"suggest",17,"8L",23,0.14
"5286",196,"pretend",15,"16H",17,0.28
"5287",196,"confirm",4,"10H",18,0.51
"5288",196,"confess",20,"15L",7,0.27
"5290",196,"be right",6,"19L",4,0.13
"5291",196,"hear",16,"18L",32,0.15
"5293",196,"announce",10,"2H",25,0.23
"5296",196,"acknowledge",5,"11L",11,0.17
"5298",196,"admit",13,"7L",19,0.2
"5299",196,"know",11,"6H",5,0.43
"5300",196,"demonstrate",18,"20H",3,0.49
"5301",196,"establish",1,"9H",35,0.4
"5302",196,"discover",14,"13H",8,0.51
"5303",196,"inform",12,"14H",22,0.33
"5304",196,"reveal",3,"17L",15,0.38
"5306",197,"hear",16,"7L",19,0
"5307",197,"admit",13,"11L",11,0.12
"5308",197,"discover",14,"13H",8,0.17
"5309",197,"inform",12,"17L",15,0.17
"5310",197,"pretend",15,"18L",32,0
"5311",197,"confess",20,"19L",4,0.08
"5312",197,"suggest",17,"20H",3,0.41
"5314",197,"establish",1,"10L",36,0
"5316",197,"think",7,"3L",9,0
"5317",197,"confirm",4,"9L",16,0
"5318",197,"know",11,"6H",5,0
"5319",197,"be right",6,"5H",20,0.19
"5320",197,"demonstrate",18,"2H",25,0.09
"5321",197,"be annoyed",9,"15H",34,0.83
"5322",197,"announce",10,"16H",17,0.01
"5323",197,"say",8,"4L",12,0.53
"5324",197,"reveal",3,"12H",2,0.22
"5327",197,"acknowledge",5,"8H",1,0.3
"5328",197,"see",19,"1H",13,0.88
"5330",197,"prove",2,"14L",14,0
"5332",198,"hear",16,"14H",22,0.77
"5333",198,"pretend",15,"13L",26,0.09
"5334",198,"see",19,"1H",13,0.89
"5335",198,"announce",10,"9H",35,0.3
"5337",198,"demonstrate",18,"19H",39,0.48
"5339",198,"prove",2,"17L",15,0.08
"5340",198,"be annoyed",9,"7H",24,0
"5341",198,"acknowledge",5,"2L",10,0
"5342",198,"confess",20,"3L",9,0.57
"5343",198,"think",7,"5L",38,0.22
"5344",198,"be right",6,"18L",32,0.21
"5346",198,"confirm",4,"4L",12,0
"5347",198,"suggest",17,"6H",5,0.27
"5349",198,"reveal",3,"15H",34,0.78
"5350",198,"know",11,"16L",31,0.06
"5351",198,"discover",14,"11H",29,0.64
"5352",198,"establish",1,"12H",2,0.72
"5353",198,"say",8,"8L",23,0.07
"5355",198,"admit",13,"10H",18,0.84
"5356",198,"inform",12,"20L",27,0.07
"5358",199,"be annoyed",9,"17L",15,0.39
"5359",199,"admit",13,"13L",26,0.01
"5361",199,"know",11,"18L",32,0.84
"5363",199,"inform",12,"8L",23,0.78
"5364",199,"demonstrate",18,"9L",16,0.03
"5365",199,"pretend",15,"16H",17,0.01
"5366",199,"reveal",3,"14L",14,0.52
"5367",199,"suggest",17,"20H",3,0.48
"5368",199,"think",7,"3H",33,0.09
"5370",199,"confirm",4,"5H",20,0.05
"5371",199,"announce",10,"4H",40,0.01
"5372",199,"be right",6,"11H",29,0.04
"5373",199,"acknowledge",5,"7L",19,0.02
"5374",199,"confess",20,"2L",10,0.08
"5375",199,"establish",1,"15H",34,0
"5377",199,"discover",14,"1L",37,0.01
"5379",199,"say",8,"10L",36,0.01
"5380",199,"hear",16,"19H",39,0.06
"5381",199,"prove",2,"12H",2,0.01
"5382",199,"see",19,"6H",5,0.45
"5383",200,"see",19,"10L",36,0.02
"5385",200,"acknowledge",5,"18H",6,0.64
"5386",200,"think",7,"14H",22,0.1
"5387",200,"admit",13,"1H",13,0.84
"5388",200,"announce",10,"12H",2,0.1
"5389",200,"pretend",15,"2H",25,0.07
"5390",200,"suggest",17,"17H",21,0.04
"5391",200,"inform",12,"5H",20,0.51
"5392",200,"reveal",3,"8L",23,0.17
"5393",200,"establish",1,"6L",30,0.01
"5394",200,"confirm",4,"20L",27,0.02
"5398",200,"say",8,"19H",39,0.03
"5400",200,"prove",2,"13H",8,0.47
"5401",200,"be right",6,"11L",11,0.21
"5402",200,"confess",20,"9H",35,0.48
"5403",200,"discover",14,"3L",9,0.08
"5404",200,"hear",16,"16L",31,0.28
"5405",200,"demonstrate",18,"7L",19,0.03
"5407",200,"know",11,"15L",7,0.58
"5408",200,"be annoyed",9,"4L",12,0.22
"5409",201,"inform",12,"2L",10,0.04
"5410",201,"discover",14,"7L",19,0.23
"5411",201,"reveal",3,"14H",22,0.5
"5412",201,"suggest",17,"16H",17,0.75
"5413",201,"be annoyed",9,"9H",35,0.93
"5414",201,"think",7,"20L",27,0.16
"5415",201,"know",11,"12L",28,0.5
"5416",201,"demonstrate",18,"19H",39,0.39
"5417",201,"pretend",15,"6H",5,0.33
"5418",201,"see",19,"11H",29,0.89
"5419",201,"hear",16,"17H",21,0.91
"5420",201,"admit",13,"13H",8,0.7
"5422",201,"announce",10,"10L",36,0.36
"5423",201,"confirm",4,"1L",37,0.48
"5424",201,"be right",6,"15L",7,0.06
"5425",201,"establish",1,"18L",32,0.19
"5429",201,"say",8,"3L",9,0.46
"5430",201,"confess",20,"8H",1,0.67
"5432",201,"acknowledge",5,"4L",12,0.64
"5433",201,"prove",2,"5H",20,0.84
"5435",202,"confirm",4,"12L",28,0.94
"5438",202,"establish",1,"8L",23,0.58
"5440",202,"demonstrate",18,"7H",24,0.48
"5441",202,"be annoyed",9,"20H",3,0.58
"5442",202,"pretend",15,"13L",26,0.56
"5444",202,"know",11,"16H",17,0.52
"5445",202,"confess",20,"6H",5,0.57
"5446",202,"acknowledge",5,"3L",9,0.61
"5447",202,"prove",2,"4H",40,0.49
"5450",202,"think",7,"15H",34,0.6
"5451",202,"hear",16,"11H",29,0.68
"5452",202,"suggest",17,"14L",14,0.31
"5453",202,"say",8,"9L",16,0.28
"5454",202,"admit",13,"2L",10,0.4
"5455",202,"announce",10,"17L",15,0.55
"5456",202,"discover",14,"19H",39,0.6
"5457",202,"reveal",3,"18H",6,0.3
"5458",202,"be right",6,"10L",36,0.29
"5459",202,"see",19,"1L",37,0.38
"5460",202,"inform",12,"5H",20,0.4
"5461",203,"be right",6,"12H",2,0.08
"5462",203,"know",11,"7H",24,0.04
"5463",203,"hear",16,"4L",12,0.06
"5465",203,"demonstrate",18,"16L",31,0.07
"5466",203,"suggest",17,"6H",5,0.04
"5467",203,"establish",1,"3L",9,0.01
"5469",203,"see",19,"11H",29,0.03
"5471",203,"discover",14,"15H",34,0.04
"5474",203,"be annoyed",9,"1L",37,0.05
"5475",203,"say",8,"9H",35,0.04
"5476",203,"confess",20,"17L",15,0.04
"5477",203,"reveal",3,"19H",39,0.04
"5478",203,"confirm",4,"10L",36,0
"5479",203,"inform",12,"18L",32,0.04
"5480",203,"acknowledge",5,"8L",23,0
"5481",203,"announce",10,"13H",8,0.22
"5482",203,"prove",2,"20L",27,0.02
"5483",203,"think",7,"14H",22,0.05
"5484",203,"admit",13,"2L",10,0
"5486",203,"pretend",15,"5H",20,0.03
"5487",204,"see",19,"12L",28,0.43
"5488",204,"hear",16,"18H",6,0.36
"5489",204,"be right",6,"3H",33,0.69
"5490",204,"be annoyed",9,"11L",11,0.32
"5491",204,"reveal",3,"15H",34,0.74
"5493",204,"acknowledge",5,"5H",20,0.36
"5495",204,"know",11,"7H",24,0.29
"5496",204,"demonstrate",18,"13L",26,0.24
"5497",204,"confirm",4,"8L",23,0.4
"5498",204,"establish",1,"4L",12,0.12
"5500",204,"suggest",17,"2H",25,0.36
"5501",204,"pretend",15,"6H",5,0.46
"5504",204,"admit",13,"1H",13,0.36
"5505",204,"confess",20,"20L",27,0.5
"5506",204,"say",8,"14L",14,0.62
"5507",204,"discover",14,"16H",17,0.4
"5508",204,"think",7,"19L",4,0.48
"5509",204,"announce",10,"17L",15,0.29
"5511",204,"prove",2,"9H",35,0.67
"5512",204,"inform",12,"10L",36,0
"5513",205,"acknowledge",5,"6L",30,0.88
"5514",205,"see",19,"2L",10,0.59
"5515",205,"hear",16,"14L",14,0.22
"5517",205,"suggest",17,"7H",24,0.32
"5518",205,"think",7,"9L",16,0.12
"5519",205,"pretend",15,"10H",18,0.2
"5521",205,"announce",10,"11H",29,0.19
"5522",205,"reveal",3,"1H",13,0.98
"5523",205,"prove",2,"20L",27,0
"5524",205,"establish",1,"17H",21,0.39
"5525",205,"say",8,"15L",7,0.14
"5526",205,"confess",20,"18L",32,0.4
"5527",205,"be right",6,"3H",33,0
"5528",205,"admit",13,"4L",12,0.14
"5531",205,"discover",14,"19H",39,0.99
"5532",205,"be annoyed",9,"8H",1,0.99
"5533",205,"confirm",4,"12H",2,0.13
"5534",205,"inform",12,"13H",8,0.76
"5537",205,"know",11,"5L",38,0.98
"5538",205,"demonstrate",18,"16L",31,0.65
"5539",206,"demonstrate",18,"20H",3,0.75
"5540",206,"prove",2,"3L",9,0.23
"5541",206,"inform",12,"19H",39,0.64
"5542",206,"confirm",4,"2H",25,0.58
"5543",206,"see",19,"5H",20,0.72
"5545",206,"pretend",15,"12L",28,0.03
"5547",206,"hear",16,"7H",24,0.71
"5548",206,"think",7,"10L",36,0.01
"5549",206,"discover",14,"17L",15,0.02
"5550",206,"be annoyed",9,"11L",11,0.49
"5551",206,"announce",10,"16H",17,0.84
"5552",206,"reveal",3,"6H",5,0.7
"5554",206,"admit",13,"14L",14,0.01
"5555",206,"establish",1,"4L",12,0.07
"5558",206,"suggest",17,"8L",23,0.07
"5559",206,"confess",20,"18H",6,0.51
"5560",206,"acknowledge",5,"1H",13,0.9
"5561",206,"be right",6,"13L",26,0.08
"5563",206,"know",11,"15L",7,0.76
"5564",206,"say",8,"9H",35,0.66
"5566",207,"say",8,"14H",22,0.34
"5567",207,"be right",6,"2L",10,0.64
"5568",207,"suggest",17,"9H",35,0.37
"5569",207,"confirm",4,"13L",26,0.57
"5570",207,"be annoyed",9,"6H",5,1
"5572",207,"see",19,"12L",28,1
"5573",207,"prove",2,"10H",18,0.82
"5574",207,"pretend",15,"18H",6,0
"5576",207,"announce",10,"15L",7,0.7
"5577",207,"demonstrate",18,"16H",17,0.55
"5578",207,"discover",14,"7L",19,0.85
"5579",207,"know",11,"5L",38,1
"5580",207,"think",7,"8H",1,0
"5581",207,"inform",12,"11L",11,1
"5582",207,"hear",16,"20L",27,1
"5583",207,"establish",1,"3H",33,0.85
"5585",207,"reveal",3,"1H",13,0.79
"5586",207,"confess",20,"4H",40,0.62
"5588",207,"acknowledge",5,"19L",4,0.56
"5589",207,"admit",13,"17L",15,0.86
"5591",208,"admit",13,"17H",21,0.61
"5592",208,"reveal",3,"18H",6,0.43
"5593",208,"be right",6,"7L",19,0.03
"5594",208,"suggest",17,"11H",29,0.4
"5597",208,"say",8,"5H",20,0.05
"5598",208,"inform",12,"12H",2,0.46
"5601",208,"demonstrate",18,"14L",14,0.04
"5602",208,"establish",1,"10L",36,0
"5603",208,"pretend",15,"9H",35,0.08
"5604",208,"discover",14,"3L",9,0.03
"5605",208,"be annoyed",9,"6H",5,0.05
"5606",208,"confess",20,"4L",12,0.02
"5607",208,"think",7,"1L",37,0
"5609",208,"announce",10,"20H",3,0.74
"5610",208,"acknowledge",5,"13L",26,0.02
"5611",208,"prove",2,"2L",10,0
"5612",208,"see",19,"15H",34,0.61
"5613",208,"know",11,"16H",17,0.17
"5615",208,"hear",16,"19L",4,0.02
"5616",208,"confirm",4,"8L",23,0
"5619",209,"hear",16,"18L",32,0.95
"5620",209,"discover",14,"8H",1,0.93
"5622",209,"announce",10,"6L",30,0.96
"5623",209,"be annoyed",9,"5H",20,0.92
"5625",209,"prove",2,"2H",25,0.59
"5626",209,"pretend",15,"9H",35,0.17
"5627",209,"think",7,"14L",14,0.39
"5628",209,"admit",13,"16H",17,0.74
"5629",209,"say",8,"1H",13,0.31
"5630",209,"inform",12,"12H",2,0.73
"5631",209,"confess",20,"11H",29,0.69
"5632",209,"establish",1,"15H",34,0.26
"5633",209,"confirm",4,"17L",15,0.22
"5634",209,"know",11,"10L",36,0.88
"5635",209,"see",19,"20L",27,0.56
"5636",209,"reveal",3,"4L",12,0.68
"5637",209,"acknowledge",5,"7L",19,0.77
"5640",209,"suggest",17,"13L",26,0.09
"5641",209,"be right",6,"19H",39,0.06
"5642",209,"demonstrate",18,"3L",9,0.51
"5643",210,"discover",14,"18L",32,0.45
"5644",210,"inform",12,"11H",29,0.9
"5645",210,"confirm",4,"16L",31,0.06
"5646",210,"acknowledge",5,"20H",3,0.93
"5647",210,"pretend",15,"14H",22,0.09
"5648",210,"announce",10,"10L",36,0
"5649",210,"reveal",3,"19L",4,0.56
"5650",210,"be annoyed",9,"5H",20,0.96
"5651",210,"admit",13,"6H",5,0.88
"5652",210,"demonstrate",18,"4H",40,0.63
"5653",210,"say",8,"17H",21,0.08
"5656",210,"know",11,"1H",13,0.93
"5657",210,"see",19,"12L",28,0.24
"5661",210,"suggest",17,"13L",26,0.03
"5663",210,"prove",2,"2L",10,0.05
"5664",210,"be right",6,"8L",23,0.04
"5665",210,"think",7,"3H",33,0.01
"5666",210,"confess",20,"9H",35,0.98
"5667",210,"hear",16,"7L",19,0.53
"5668",210,"establish",1,"15L",7,0.27
"5669",211,"confess",20,"7H",24,0
"5670",211,"pretend",15,"10L",36,0.09
"5671",211,"announce",10,"4H",40,0.9
"5672",211,"confirm",4,"1L",37,0.02
"5673",211,"know",11,"16H",17,1
"5674",211,"reveal",3,"6L",30,0.89
"5675",211,"discover",14,"18H",6,0.81
"5676",211,"see",19,"3L",9,0.94
"5677",211,"be right",6,"20L",27,0
"5678",211,"admit",13,"5H",20,0.17
"5679",211,"acknowledge",5,"14H",22,0.92
"5680",211,"prove",2,"15L",7,0
"5682",211,"think",7,"13H",8,0.21
"5683",211,"hear",16,"12L",28,1
"5684",211,"inform",12,"8H",1,0.89
"5685",211,"demonstrate",18,"2H",25,0.84
"5687",211,"say",8,"17H",21,0.05
"5688",211,"establish",1,"19L",4,0.01
"5689",211,"be annoyed",9,"11L",11,0
"5693",211,"suggest",17,"9L",16,0.08
"5695",212,"announce",10,"8L",23,0.78
"5696",212,"be annoyed",9,"17H",21,0.91
"5697",212,"say",8,"3L",9,0.11
"5698",212,"confirm",4,"7H",24,0.19
"5701",212,"be right",6,"1L",37,0.22
"5702",212,"suggest",17,"20H",3,0.21
"5703",212,"inform",12,"18L",32,0.82
"5704",212,"discover",14,"12H",2,0.88
"5705",212,"acknowledge",5,"10H",18,0.85
"5706",212,"confess",20,"19L",4,0.77
"5707",212,"reveal",3,"5L",38,0.87
"5708",212,"think",7,"16H",17,0.49
"5709",212,"hear",16,"9L",16,0.87
"5710",212,"establish",1,"11L",11,0.14
"5711",212,"prove",2,"6H",5,0.18
"5712",212,"see",19,"15L",7,0.77
"5713",212,"demonstrate",18,"2H",25,0.49
"5716",212,"admit",13,"14H",22,0.46
"5717",212,"know",11,"13H",8,0.83
"5719",212,"pretend",15,"4L",12,0.13
"5721",213,"be annoyed",9,"12L",28,0
"5723",213,"admit",13,"1L",37,0
"5724",213,"suggest",17,"3H",33,0
"5727",213,"confess",20,"10H",18,0
"5728",213,"pretend",15,"7L",19,0
"5730",213,"confirm",4,"13H",8,0.51
"5731",213,"say",8,"18L",32,0
"5732",213,"inform",12,"4L",12,0
"5733",213,"know",11,"5L",38,1
"5734",213,"demonstrate",18,"16H",17,0.53
"5735",213,"think",7,"15H",34,0
"5736",213,"acknowledge",5,"9H",35,0.55
"5737",213,"discover",14,"6L",30,0.99
"5739",213,"reveal",3,"20H",3,1
"5740",213,"announce",10,"2H",25,1
"5741",213,"hear",16,"11H",29,0.9
"5742",213,"be right",6,"17L",15,0.55
"5743",213,"prove",2,"14L",14,0.54
"5745",213,"see",19,"8H",1,1
"5746",213,"establish",1,"19L",4,0.84
"5774",214,"suggest",17,"12H",2,0.18
"5775",214,"see",19,"7L",19,0.05
"5777",214,"know",11,"15H",34,0.42
"5778",214,"confirm",4,"3H",33,0.5
"5779",214,"demonstrate",18,"18H",6,0.93
"5780",214,"hear",16,"5H",20,0.86
"5781",214,"inform",12,"4L",12,0.73
"5782",214,"admit",13,"20L",27,0.33
"5783",214,"be right",6,"6H",5,0.58
"5784",214,"reveal",3,"8L",23,0
"5785",214,"confess",20,"13L",26,0.1
"5787",214,"acknowledge",5,"17L",15,0.06
"5788",214,"be annoyed",9,"2H",25,0.95
"5789",214,"discover",14,"19L",4,0.12
"5790",214,"announce",10,"14H",22,0.36
"5791",214,"pretend",15,"9H",35,0.32
"5792",214,"say",8,"11L",11,0.11
"5793",214,"establish",1,"16L",31,0.26
"5795",214,"prove",2,"1H",13,1
"5798",214,"think",7,"10L",36,0.01
"5799",215,"confirm",4,"13L",26,0.25
"5800",215,"reveal",3,"20H",3,0.69
"5801",215,"announce",10,"1L",37,0.01
